neg,neu,pos,compound,eid,pii
0.027,0.91,0.064,0.9674,2-s2.0-0030425856,S0047248496900627
0.02,0.913,0.067,0.9997,2-s2.0-84920386620,S0047248414001572
0.008,0.958,0.034,0.872,2-s2.0-0031990911,S0047248497901834
0.014,0.852,0.134,1.0,2-s2.0-84927694057,S0047248414001821
0.164,0.774,0.062,-0.9998,2-s2.0-0018819053,47248480900433
0.018,0.911,0.072,0.9777,2-s2.0-0017566026,S0047248477801061
0.046,0.88,0.074,0.9998,2-s2.0-84863526023,S0047248412000681
0.025,0.917,0.057,0.9988,2-s2.0-80051473801,S0047248411001230
0.039,0.878,0.084,0.9996,2-s2.0-0017370401,S0047248477800559
0.045,0.841,0.114,0.9995,2-s2.0-3042882123,47248474900098
0.019,0.917,0.065,0.9999,2-s2.0-85008601979,S0047248416301956
0.04,0.886,0.074,0.9994,2-s2.0-0017699298,S0047248477800109
0.021,0.881,0.098,0.9999,2-s2.0-0027089094,S0047248405800028
0.027,0.906,0.067,0.9995,2-s2.0-4444275822,S0047248404000995
0.014,0.908,0.078,0.9999,2-s2.0-77953021559,S0047248410000035
0.011,0.938,0.051,0.9999,2-s2.0-78149410274,S0047248410001624
0.027,0.898,0.075,0.9998,2-s2.0-33846482484,S004724840600176X
0.034,0.893,0.074,0.999,2-s2.0-0022335310,S0047248485800555
0.016,0.931,0.053,0.9999,2-s2.0-85099250544,S0047248420301913
0.018,0.936,0.047,0.9991,2-s2.0-0016819611,47248475900032
0.036,0.901,0.063,0.9998,2-s2.0-33845508596,S0047248406001527
0.02,0.923,0.057,0.9956,2-s2.0-0036672036,S0047248402905683
0.023,0.92,0.057,0.9987,2-s2.0-0018082737,S0047248478800876
0.035,0.877,0.087,0.9706,2-s2.0-0033136232,S0047248498902858
0.026,0.924,0.05,0.9999,2-s2.0-85106465388,S0047248421000610
0.019,0.923,0.058,0.9951,2-s2.0-38249029381,47248488900413
0.024,0.912,0.064,0.9993,2-s2.0-36649018570,S0047248407001133
0.042,0.9,0.058,0.9991,2-s2.0-0000698115,47248487900194
0.02,0.914,0.066,1.0,2-s2.0-84860333985,S0047248412000395
0.014,0.932,0.055,0.9996,2-s2.0-85081655041,S0047248419303628
0.027,0.917,0.056,0.9975,2-s2.0-0018185107,S0047248478801158
0.035,0.874,0.092,0.9978,2-s2.0-0018575498,47248479900083
0.03,0.919,0.05,0.999,2-s2.0-85072286001,S0047248418301714
0.032,0.884,0.084,0.994,2-s2.0-0019833723,S0047248481800747
0.022,0.938,0.04,0.5859,2-s2.0-0042688774,S0047248496900299
0.032,0.916,0.053,0.9337,2-s2.0-38249005218,47248489900791
0.036,0.854,0.11,0.9812,2-s2.0-0033120289,S0047248498902767
0.013,0.918,0.068,0.9997,2-s2.0-84863534437,S004724841200070X
0.033,0.912,0.055,0.9952,2-s2.0-0142213949,S0047248403000927
0.011,0.933,0.056,0.9413,2-s2.0-0034181987,S0047248499903974
0.023,0.92,0.057,0.9951,2-s2.0-0021135217,S0047248484800639
0.018,0.94,0.042,0.9939,2-s2.0-0031064099,S0047248496901037
0.024,0.887,0.09,0.9997,2-s2.0-84928697206,S0047248415000263
0.04,0.895,0.065,0.9985,2-s2.0-79952354610,S0047248410000576
0.021,0.918,0.061,0.9996,2-s2.0-79952360653,S0047248410000126
0.051,0.89,0.059,0.9983,2-s2.0-77954212822,S0047248410000825
0.105,0.8,0.095,-0.9831,2-s2.0-84864551602,S0047248411001266
0.039,0.875,0.086,0.9993,2-s2.0-85085027045,S0047248420300713
0.017,0.91,0.072,0.9768,2-s2.0-0028852246,S0047248485710287
0.018,0.916,0.066,0.9997,2-s2.0-35648965795,S0047248407001534
0.016,0.883,0.101,0.9999,2-s2.0-33745224123,S0047248406000224
0.021,0.913,0.066,0.9997,2-s2.0-84870054821,S0047248412001479
0.033,0.91,0.057,0.9979,2-s2.0-0023510673,47248487900340
0.033,0.904,0.063,0.9961,2-s2.0-0023543464,0047-2484(87)90004-2
0.03,0.92,0.05,0.9987,2-s2.0-84907285569,S0047248414001031
0.013,0.928,0.058,0.9999,2-s2.0-85062280757,S0047248419300053
0.024,0.942,0.034,0.7579,2-s2.0-0015801976,47248473900092
0.032,0.917,0.051,0.9628,2-s2.0-0036802879,S0047248402905841
0.03,0.891,0.079,0.9998,2-s2.0-43249101987,S0047248407002461
0.0,0.934,0.066,0.9186,2-s2.0-0033124079,S0047248499903020
0.01,0.947,0.043,0.9821,2-s2.0-49649140325,47248472900486
0.033,0.879,0.088,0.9999,2-s2.0-32044452186,S004724840500165X
0.031,0.924,0.045,0.9988,2-s2.0-84898055272,S0047248414000335
0.019,0.924,0.057,0.9998,2-s2.0-85080979361,S0047248419303690
0.028,0.922,0.049,0.9636,2-s2.0-0034092543,S0047248499903470
0.025,0.913,0.061,0.9971,2-s2.0-84855197998,S004724841100203X
0.024,0.877,0.099,0.9981,2-s2.0-28044472975,S004724840500120X
0.04,0.789,0.171,0.9997,2-s2.0-0021790268,S0047-2484(85)80039-7
0.03,0.902,0.068,0.9952,2-s2.0-0038544504,S0047248403000423
0.068,0.842,0.09,0.9999,2-s2.0-3042719559,S004724840400051X
0.022,0.909,0.069,0.9997,2-s2.0-0025243063,47248490900143
0.021,0.912,0.068,0.9999,2-s2.0-70349982583,S0047248409001274
0.018,0.908,0.073,0.9995,2-s2.0-35648984459,S0047248407001467
0.006,0.939,0.055,0.9973,2-s2.0-0036172144,S0047248401905032
0.046,0.907,0.047,-0.703,2-s2.0-84867484256,S0047248412001480
0.053,0.887,0.06,0.2437,2-s2.0-58549104887,S0047248408002236
0.009,0.93,0.061,0.9994,2-s2.0-61749096347,S004724840800242X
0.039,0.887,0.074,0.9986,2-s2.0-28144437188,004724849190011J
0.051,0.886,0.063,0.9994,2-s2.0-1942530591,S0047248404000193
0.044,0.872,0.084,0.9998,2-s2.0-19944386993,S0047248405000138
0.05,0.863,0.087,0.9991,2-s2.0-0016337880,47248474900037
0.019,0.93,0.051,0.9995,2-s2.0-35649005377,S0047248407001522
0.038,0.895,0.067,0.9998,2-s2.0-84864558491,S0047248412000784
0.011,0.923,0.066,0.9995,2-s2.0-0021144776,S0047248484800044
0.021,0.898,0.08,0.9999,2-s2.0-84856529717,S0047248411002260
0.032,0.875,0.093,0.9953,2-s2.0-0017619546,S0047248477801164
0.043,0.868,0.088,0.9997,2-s2.0-0002296450,47248480900536
0.0,0.946,0.054,0.9186,2-s2.0-0027449716,S004724848371002X
0.01,0.855,0.135,0.9963,2-s2.0-0030429596,S0047248496900688
0.038,0.861,0.101,0.9999,2-s2.0-85063059783,S0047248418302483
0.017,0.842,0.141,0.9999,2-s2.0-55949118067,S0047248408000821
0.051,0.808,0.142,1.0,2-s2.0-70350020791,S0047248409001262
0.029,0.911,0.061,0.9963,2-s2.0-0038267839,S0047248403000435
0.028,0.906,0.066,0.9998,2-s2.0-68949107448,S0047248409000189
0.041,0.864,0.095,0.9991,2-s2.0-84906942942,S0047248414000773
0.063,0.857,0.08,0.9994,2-s2.0-84902158925,S0047248414000323
0.038,0.899,0.063,0.9983,2-s2.0-0025638245,004724849090062G
0.026,0.914,0.06,0.9999,2-s2.0-30544451009,S0047248405001545
0.015,0.941,0.045,0.9887,2-s2.0-0034035683,S0047248499903718
0.059,0.87,0.071,0.9489,2-s2.0-49649138756,47248472900644
0.034,0.914,0.053,0.998,2-s2.0-79955484147,S0047248411000066
0.03,0.867,0.102,0.9993,2-s2.0-0018649718,004724847990040X
0.013,0.927,0.06,0.984,2-s2.0-45249131037,47248489900912
0.037,0.899,0.064,0.9998,2-s2.0-77957685892,S0047248410001326
0.012,0.955,0.033,0.9805,2-s2.0-0036671973,S0047248402905695
0.014,0.921,0.065,0.9997,2-s2.0-85046126424,S0047248416301804
0.033,0.895,0.072,0.9998,2-s2.0-84860324816,S0047248412000383
0.038,0.857,0.105,0.9999,2-s2.0-84875887406,S0047248413000328
0.026,0.909,0.065,0.9998,2-s2.0-79956082888,S0047248411000820
0.026,0.826,0.147,1.0,2-s2.0-0000038857,47248487900182
0.017,0.933,0.05,0.9997,2-s2.0-84944159190,S0047248415001608
0.082,0.812,0.105,0.9852,2-s2.0-0021053587,S0047248483801432
0.044,0.887,0.069,0.992,2-s2.0-85062694045,S004724841830099X
0.029,0.929,0.042,0.91,2-s2.0-0036930019,S0047248402906056
0.018,0.888,0.094,0.9997,2-s2.0-0025958249,004724849190014M
0.064,0.835,0.102,0.9964,2-s2.0-49149149299,47248480900998
0.009,0.921,0.07,0.9994,2-s2.0-84905743846,S0047248414001420
0.016,0.905,0.08,0.9998,2-s2.0-84884591995,S004724841300184X
0.027,0.903,0.07,0.9997,2-s2.0-0017202243,47248476900841
0.031,0.875,0.093,0.9999,2-s2.0-0015816011,47248473901292
0.025,0.904,0.072,0.9902,2-s2.0-0018622943,47248479900095
0.043,0.899,0.058,0.9991,2-s2.0-0141901236,47248480900561
0.032,0.906,0.062,0.9998,2-s2.0-0002659170,S0047-2484(86)80028-8
0.025,0.92,0.055,0.9981,2-s2.0-85066944741,S0047248418303695
0.01,0.923,0.067,0.9906,2-s2.0-0015829169,004724847390078X
0.016,0.942,0.042,0.9998,2-s2.0-85065774784,S0047248418301647
0.019,0.916,0.065,0.9997,2-s2.0-0000332180,47248472900097
0.03,0.891,0.079,0.9999,2-s2.0-84928706855,S0047248415000275
0.036,0.91,0.054,0.8918,2-s2.0-0028573010,S0047248484710451
0.026,0.865,0.109,0.9992,2-s2.0-51349139383,S0047248408001334
0.015,0.891,0.093,0.9999,2-s2.0-33846543145,S0047248406001618
0.043,0.881,0.077,0.9998,2-s2.0-22544486845,S004724840500045X
0.04,0.876,0.084,0.9995,2-s2.0-0242711368,S0047248403001064
0.036,0.864,0.1,0.9983,2-s2.0-0019833722,S004724848180070X
0.024,0.919,0.057,0.9995,2-s2.0-84875908606,S0047248413000353
0.036,0.888,0.076,0.9997,2-s2.0-55749105291,S004724840800167X
0.082,0.827,0.092,0.8937,2-s2.0-0021125229,S0047248484800068
0.0,0.93,0.07,0.9382,2-s2.0-0007861487,S0047248485710317
0.04,0.855,0.105,1.0,2-s2.0-85085620038,S0047248420300683
0.027,0.916,0.057,0.9995,2-s2.0-78149411891,S0047248410001648
0.025,0.917,0.059,0.9998,2-s2.0-33947434097,S0047248406002223
0.027,0.908,0.065,0.9996,2-s2.0-67649995366,S0047248409000633
0.016,0.938,0.046,0.9979,2-s2.0-0030761878,S0047248496900974
0.032,0.916,0.052,0.9996,2-s2.0-85042105430,S0047248417304785
0.025,0.876,0.099,0.9996,2-s2.0-84867472450,S0047248412001443
0.05,0.849,0.101,0.9999,2-s2.0-0023707322,47248488900887
0.038,0.816,0.146,0.9998,2-s2.0-77954219823,S0047248410000059
0.007,0.955,0.037,0.9741,2-s2.0-0033173395,S0047248499903299
0.035,0.885,0.081,1.0,2-s2.0-0027062347,004724849290070P
0.0,0.802,0.198,0.999,2-s2.0-0033121164,S004724849890272X
0.024,0.917,0.059,0.9998,2-s2.0-84863536968,S0047248412000747
0.028,0.904,0.069,0.9998,2-s2.0-85046167774,S004724841730489X
0.023,0.916,0.061,0.9977,2-s2.0-84989939557,S0047248416300628
0.013,0.897,0.09,1.0,2-s2.0-85032711762,S0047248416301890
0.03,0.883,0.087,0.9948,2-s2.0-0017725347,S0047248477800535
0.04,0.842,0.118,0.9995,2-s2.0-30544450643,S0047248405001569
0.029,0.896,0.075,0.9999,2-s2.0-85045218762,S0047248417304013
0.041,0.904,0.055,0.9993,2-s2.0-85086833439,S0047248420300816
0.047,0.858,0.095,0.9995,2-s2.0-0015856720,47248473901206
0.026,0.891,0.084,0.9977,2-s2.0-0032194484,S0047248497901858
0.023,0.905,0.072,0.9999,2-s2.0-84978160989,S0047248416300501
0.019,0.92,0.061,0.9995,2-s2.0-0018086080,S0047248478800724
0.008,0.927,0.065,0.9898,2-s2.0-11544366365,S0047248482800973
0.03,0.9,0.07,0.9998,2-s2.0-51549104440,S0047248408000948
0.012,0.918,0.07,0.9974,2-s2.0-0020051915,S0047248482800420
0.029,0.869,0.102,0.999,2-s2.0-77952740854,S0047248410000370
0.062,0.86,0.078,0.9992,2-s2.0-85055354359,S0047248418301283
0.024,0.856,0.12,1.0,2-s2.0-34447097059,S0047248407000036
0.088,0.838,0.073,-0.9998,2-s2.0-0018839594,47248480900664
0.043,0.871,0.086,0.9999,2-s2.0-32044458578,S0047248405001752
0.02,0.914,0.066,0.9997,2-s2.0-84855188552,S0047248411002132
0.019,0.924,0.057,0.9999,2-s2.0-84982867190,S0047248416300690
0.021,0.923,0.056,0.9998,2-s2.0-85064489039,S0047248418300216
0.008,0.884,0.108,0.995,2-s2.0-0029768382,S0047248496900020
0.023,0.9,0.077,0.9998,2-s2.0-84877662747,S0047248413000754
0.024,0.907,0.069,0.9992,2-s2.0-85020134607,S0047248416301828
0.029,0.851,0.12,0.9887,2-s2.0-0002291552,S0047248496900470
0.022,0.923,0.055,0.9994,2-s2.0-84879158683,S0047248413000304
0.0,0.946,0.054,0.9801,2-s2.0-0036802877,S0047248402905713
0.014,0.896,0.09,0.9905,2-s2.0-0034743704,S0047248401904658
0.027,0.906,0.066,0.9995,2-s2.0-70449720531,S0047248409001560
0.034,0.903,0.064,0.9986,2-s2.0-85098153815,S0047248420301883
0.028,0.882,0.09,0.9999,2-s2.0-85063972551,S004724841830040X
0.056,0.83,0.113,0.9991,2-s2.0-0026266519,004724849190002D
0.066,0.878,0.056,-0.9738,2-s2.0-84883461658,S0047248413001000
0.062,0.86,0.078,0.9873,2-s2.0-38849153011,S0047248407002230
0.012,0.942,0.046,0.8807,2-s2.0-0000396868,S0047248483710134
0.028,0.916,0.056,0.9975,2-s2.0-0037745505,47248472900668
0.042,0.92,0.038,-0.9614,2-s2.0-84885379217,S0047248413001450
0.018,0.919,0.062,0.9979,2-s2.0-74449093732,S0047248409001833
0.03,0.859,0.11,0.9999,2-s2.0-79751527301,S0047248410002526
0.009,0.936,0.056,0.997,2-s2.0-0035112461,S0047248400904470
0.026,0.911,0.063,0.9931,2-s2.0-0033941934,S0047248400904020
0.023,0.912,0.065,0.9959,2-s2.0-0016242426,47248474900220
0.024,0.859,0.117,0.9997,2-s2.0-0021131401,S0047248484800603
0.065,0.834,0.101,0.9984,2-s2.0-0016688560,47248475901530
0.038,0.919,0.044,0.9976,2-s2.0-85072291353,S0047248419301290
0.046,0.873,0.082,0.9997,2-s2.0-85087496768,S0047248420300841
0.024,0.908,0.068,0.995,2-s2.0-0018867450,47248480900408
0.042,0.879,0.079,0.9998,2-s2.0-0026447491,47248492900325
0.023,0.916,0.061,0.9999,2-s2.0-85062268345,S0047248418301684
0.032,0.865,0.103,0.9995,2-s2.0-0018583318,47248479900113
0.075,0.849,0.076,0.1303,2-s2.0-0025591421,004724849090071I
0.022,0.879,0.099,0.9999,2-s2.0-28044472019,S0047248405001181
0.051,0.896,0.053,-0.5859,2-s2.0-85049472837,S0047248418300095
0.017,0.902,0.08,0.9999,2-s2.0-33846925089,S0047248406001771
0.079,0.852,0.07,-0.9714,2-s2.0-0019973483,S0047248482800924
0.023,0.925,0.053,0.999,2-s2.0-33750020875,S0047248406001321
0.009,0.877,0.114,0.9856,2-s2.0-0029519551,S004724848571069X
0.017,0.927,0.056,0.9979,2-s2.0-0010154297,S0047248478800323
0.021,0.894,0.085,0.9999,2-s2.0-84877685219,S0047248413000742
0.054,0.853,0.093,0.9958,2-s2.0-0342630643,S0047248481800012
0.031,0.886,0.083,0.9996,2-s2.0-84891664872,S0047248413002285
0.028,0.874,0.098,0.9999,2-s2.0-77952741118,S0047248410000448
0.045,0.861,0.094,0.9977,2-s2.0-0021923452,S0047248485800981
0.021,0.924,0.055,0.9973,2-s2.0-43049150130,S004724840800002X
0.0,0.915,0.085,0.9884,2-s2.0-0027388375,S0047248483710067
0.014,0.911,0.075,0.9994,2-s2.0-0020516394,S0047248483800219
0.046,0.871,0.083,0.9972,2-s2.0-48349091934,S004724840800047X
0.0,0.897,0.103,0.9925,2-s2.0-0027806797,S0047248483710572
0.019,0.887,0.094,0.9996,2-s2.0-38349117691,S0047248407001959
0.023,0.874,0.103,1.0,2-s2.0-45249128386,47248489900882
0.026,0.917,0.057,0.9996,2-s2.0-84928703590,S0047248415000536
0.02,0.947,0.033,0.8555,2-s2.0-0033255727,S0047248499903688
0.071,0.883,0.045,-0.9991,2-s2.0-38249034750,47248487900157
0.01,0.936,0.054,0.9999,2-s2.0-85099199426,S0047248420301895
0.036,0.906,0.058,0.9998,2-s2.0-85103360367,S004724842100018X
0.032,0.913,0.055,0.996,2-s2.0-84969689181,S0047248416300239
0.058,0.88,0.062,0.9591,2-s2.0-84864556681,S0047248411001837
0.034,0.884,0.082,0.9996,2-s2.0-15444365518,S004724840400168X
0.036,0.918,0.046,0.9972,2-s2.0-0026454702,47248492900299
0.028,0.911,0.061,0.9966,2-s2.0-0021151257,S0047248484800615
0.019,0.87,0.111,0.9999,2-s2.0-0002488284,004724849290044A
0.017,0.909,0.073,0.9941,2-s2.0-58149406552,S0047248481800784
0.096,0.82,0.084,-0.9985,2-s2.0-38349100709,S004724840700142X
0.043,0.887,0.07,0.9985,2-s2.0-0026291599,004724849190033R
0.045,0.865,0.091,0.9997,2-s2.0-80052265030,S0047248411001564
0.02,0.934,0.045,0.9956,2-s2.0-34147134669,S0047248478800335
0.036,0.914,0.05,0.9991,2-s2.0-33646179662,S0047248405002241
0.0,0.943,0.057,0.9864,2-s2.0-0029472055,S0047248485710585
0.022,0.922,0.055,0.9999,2-s2.0-85046169806,S0047248418300083
0.022,0.911,0.067,0.9925,2-s2.0-0016731732,47248475901463
0.021,0.924,0.056,0.9995,2-s2.0-34248550557,S0047248407000309
0.017,0.919,0.064,0.9999,2-s2.0-84867478569,S0047248412001455
0.024,0.905,0.071,0.9999,2-s2.0-85042518713,S0047248417303056
0.027,0.889,0.084,0.9996,2-s2.0-84949441331,S0047248415002419
0.016,0.883,0.101,0.9937,2-s2.0-0031115585,S0047248496900962
0.028,0.902,0.071,0.9995,2-s2.0-84865861772,S0047248412001005
0.006,0.95,0.044,0.9991,2-s2.0-0031158771,S0047248496901220
0.026,0.915,0.059,0.9994,2-s2.0-33947425256,S0047248406002235
0.08,0.835,0.085,0.9926,2-s2.0-0027043805,004724849290067J
0.019,0.935,0.046,0.9994,2-s2.0-84907299347,S0047248414000876
0.028,0.862,0.11,1.0,2-s2.0-55949133802,S0047248408001565
0.034,0.866,0.1,0.9998,2-s2.0-0017389897,S0047248477800523
0.039,0.88,0.081,0.9964,2-s2.0-28144458538,47248490900246
0.027,0.879,0.094,1.0,2-s2.0-85042174985,S0047248416302603
0.067,0.874,0.059,-0.9996,2-s2.0-0001543352,004724847690004X
0.034,0.915,0.051,0.9977,2-s2.0-12144252422,S0047248404001307
0.067,0.838,0.095,0.9942,2-s2.0-0009603987,47248489900705
0.018,0.921,0.061,0.9996,2-s2.0-0026272984,004724849190036U
0.025,0.914,0.06,0.9997,2-s2.0-85092483214,S0047248420301342
0.026,0.903,0.071,0.9999,2-s2.0-84952916388,S0047248415002225
0.064,0.82,0.116,0.9927,2-s2.0-49249148520,47248479900447
0.02,0.903,0.077,0.9997,2-s2.0-84957618062,S0047248415002675
0.027,0.9,0.073,0.9999,2-s2.0-85082689968,S0047248419303653
0.051,0.88,0.069,0.9993,2-s2.0-0037361706,S0047248402002026
0.023,0.867,0.111,0.9986,2-s2.0-0019171424,0047-2484(80)90088-3
0.031,0.882,0.087,0.9999,2-s2.0-79956071060,S0047248411000637
0.023,0.893,0.084,0.9975,2-s2.0-33745189416,S0047248406000571
0.065,0.834,0.101,0.9559,2-s2.0-0030435628,S0047248496900718
0.035,0.884,0.082,0.9999,2-s2.0-0344976254,S0047248485800221
0.035,0.88,0.085,0.9995,2-s2.0-0015901330,47248473901322
0.116,0.808,0.076,-0.9983,2-s2.0-0020319168,S0047248482800912
0.068,0.867,0.065,-0.9698,2-s2.0-0038828844,S0047248485800671
0.015,0.899,0.085,0.9996,2-s2.0-0018758548,47248479900575
0.02,0.946,0.034,0.9136,2-s2.0-0031262239,S0047248497901585
0.031,0.91,0.059,0.9998,2-s2.0-77954217964,S0047248410000254
0.056,0.892,0.052,-0.9695,2-s2.0-28044451066,S0047248405001508
0.0,0.929,0.071,0.9413,2-s2.0-0000024068,S0047248496900780
0.033,0.876,0.092,0.9989,2-s2.0-0015905337,47248473901267
0.036,0.916,0.048,0.9983,2-s2.0-85077929708,S0047248419302520
0.035,0.904,0.061,0.9978,2-s2.0-21444441336,S0047248404000648
0.014,0.922,0.064,0.9998,2-s2.0-80052273672,S0047248411001114
0.026,0.899,0.074,0.9999,2-s2.0-84957690288,S0047248415002481
0.034,0.901,0.065,0.9996,2-s2.0-77957679589,S0047248410001296
0.031,0.819,0.151,1.0,2-s2.0-0012895095,S0047248481800462
0.015,0.909,0.076,0.9998,2-s2.0-70449707226,S0047248409001043
0.022,0.925,0.053,0.9997,2-s2.0-77958189205,S004724841000148X
0.023,0.895,0.082,0.9998,2-s2.0-84875229368,S0047248413000298
0.025,0.905,0.07,0.9997,2-s2.0-0026479976,004724849290060M
0.032,0.913,0.056,0.9997,2-s2.0-85089383026,S0047248420301159
0.011,0.928,0.061,0.999,2-s2.0-0018926772,47248480900202
0.014,0.944,0.042,0.9698,2-s2.0-0036803024,S004724840290583X
0.008,0.943,0.049,0.9349,2-s2.0-0031254724,S0047248497901706
0.021,0.907,0.073,0.9998,2-s2.0-39049119813,S0047248407001996
0.047,0.879,0.074,0.9948,2-s2.0-0019123013,47248480900652
0.031,0.91,0.058,0.8658,2-s2.0-0015889298,47248473900134
0.01,0.911,0.079,0.9998,2-s2.0-34249680136,S0047248407000450
0.039,0.89,0.071,0.9689,2-s2.0-0016679915,47248475901414
0.021,0.881,0.098,0.9999,2-s2.0-85046170123,S0047248417304530
0.019,0.907,0.073,0.9996,2-s2.0-0018130134,S0047248478800712
0.035,0.877,0.089,0.9991,2-s2.0-14544273708,S0047248404001848
0.026,0.894,0.08,0.9999,2-s2.0-84875210773,S0047248413000109
0.042,0.867,0.091,0.9957,2-s2.0-0018252325,S0047248478800657
0.031,0.896,0.073,0.9998,2-s2.0-33748912538,S0047248406000947
0.026,0.906,0.068,0.9932,2-s2.0-0018173587,S0047248478800207
0.027,0.858,0.114,0.9999,2-s2.0-0015896022,0047-2484(73)90123-1
0.03,0.914,0.056,0.9986,2-s2.0-84971554666,S0047248415000238
0.01,0.934,0.057,0.9999,2-s2.0-85059779444,S0047248417304025
0.022,0.899,0.079,0.9963,2-s2.0-0013508825,S004724848680029X
0.03,0.874,0.096,0.9999,2-s2.0-85032508908,S0047248417301227
0.018,0.889,0.093,1.0,2-s2.0-84960158410,S0047248415002985
0.036,0.877,0.087,0.9999,2-s2.0-85048570703,S0047248418300332
0.031,0.924,0.046,0.9987,2-s2.0-0016710642,004724847590069X
0.017,0.955,0.028,0.6249,2-s2.0-0033174476,S0047248499903305
0.023,0.898,0.079,0.9976,2-s2.0-0021048655,S0047248483800281
0.024,0.871,0.104,1.0,2-s2.0-84855200814,S0047248411002016
0.017,0.905,0.078,0.9986,2-s2.0-0034113708,S0047248499903755
0.024,0.89,0.086,0.9999,2-s2.0-85049301705,S0047248418301489
0.016,0.891,0.094,0.9996,2-s2.0-84955713840,S0047248415000111
0.114,0.808,0.078,-0.9997,2-s2.0-29244490625,S0047248405001363
0.031,0.887,0.082,0.9993,2-s2.0-51349137817,S0047248408001115
0.0,0.946,0.054,0.8126,2-s2.0-43949150119,S0047248484710220
0.023,0.87,0.107,1.0,2-s2.0-84956682323,S0047248415001645
0.032,0.9,0.068,0.9997,2-s2.0-84877677708,S0047248413000365
0.029,0.897,0.074,0.9999,2-s2.0-35648997881,S0047248407001492
0.041,0.917,0.041,-0.6029,2-s2.0-0242410892,S0047248403001052
0.077,0.785,0.138,0.9992,2-s2.0-0021279883,S0047248484800731
0.028,0.897,0.075,0.9999,2-s2.0-85063906418,S0047248418302525
0.014,0.912,0.074,0.9999,2-s2.0-61849122901,S0047248408002406
0.033,0.881,0.086,0.998,2-s2.0-0346187776,004724849190023O
0.025,0.89,0.085,0.9999,2-s2.0-79956090095,S0047248411000601
0.041,0.88,0.08,0.9998,2-s2.0-0015880958,47248473900572
0.022,0.915,0.063,0.9979,2-s2.0-58849115342,S004724840800198X
0.031,0.894,0.075,0.9996,2-s2.0-84921792900,S0047248414002607
0.019,0.931,0.049,0.9999,2-s2.0-85079417805,S0047248419303665
0.039,0.929,0.032,-0.8519,2-s2.0-0015908843,47248473900122
0.029,0.922,0.049,0.999,2-s2.0-84986601807,S0047248416300872
0.004,0.942,0.054,0.9953,2-s2.0-0015797684,47248473900067
0.023,0.871,0.106,0.9999,2-s2.0-84951018534,S0047248415002213
0.035,0.897,0.068,0.9999,2-s2.0-85035231385,S0047248417304463
0.042,0.871,0.087,0.9997,2-s2.0-84873113635,S0047248412002023
0.082,0.868,0.051,-0.9552,2-s2.0-45149142516,47248489900699
0.018,0.936,0.046,0.9934,2-s2.0-0000779047,47248488900632
0.009,0.921,0.07,0.9786,2-s2.0-0030442483,S0047248496900391
0.027,0.919,0.054,0.9977,2-s2.0-0345029996,S0047248486800306
0.0,0.935,0.065,0.988,2-s2.0-0034199993,S0047248499904086
0.053,0.882,0.064,0.9994,2-s2.0-77952734952,S0047248410000096
0.02,0.91,0.069,0.9986,2-s2.0-2642585171,S0047248486800756
0.023,0.923,0.054,0.9998,2-s2.0-85103935716,S0047248421000348
0.0,0.925,0.075,0.9413,2-s2.0-0029537080,S0047248485710767
0.038,0.889,0.073,0.9955,2-s2.0-55949106046,S0047248408001553
0.015,0.918,0.066,0.9975,2-s2.0-0035101482,S0047248400904391
0.029,0.927,0.044,0.9969,2-s2.0-50849084802,S0047248408001103
0.037,0.902,0.062,0.996,2-s2.0-0017132743,004724847690083X
0.023,0.89,0.087,0.9999,2-s2.0-84962019009,S0047248414000840
0.048,0.878,0.073,0.9989,2-s2.0-58149410518,S0047248481800073
0.013,0.927,0.059,0.9998,2-s2.0-84902241613,S004724841400061X
0.024,0.829,0.147,1.0,2-s2.0-29244485583,S0047248405001375
0.055,0.827,0.118,0.9996,2-s2.0-23844546217,S0047248405000837
0.014,0.925,0.06,0.9965,2-s2.0-0036925286,S004724840290607X
0.035,0.901,0.064,0.9998,2-s2.0-33746343052,S0047248406000510
0.064,0.863,0.072,0.8807,2-s2.0-0018375616,47248479900563
